id,insee_code,name,start_datetime,end_datetime,successors,ancestors,population,insee_modification
COM01050@1942-01-01,01050,Boissey,1942-01-01 00:00:00,9999-12-31 23:59:59,,,314,0
COM01051@1942-01-01,01051,Bolozon,1942-01-01 00:00:00,9999-12-31 23:59:59,,,90,0
COM01052@1942-01-01,01052,Bouligneux,1942-01-01 00:00:00,9999-12-31 23:59:59,,,304,0
COM01054@1942-01-01,01054,Bourg-Saint-Christophe,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1258,0
COM01055@1942-01-01,01055,Bouvent,1942-01-01 00:00:00,1972-12-31 23:59:59,COM01283@1942-01-01,,NULL,310
COM01056@1942-01-01,01056,Boyeux-Saint-Jérôme,1942-01-01 00:00:00,9999-12-31 23:59:59,,,365,0
COM01057@1942-01-01,01057,Boz,1942-01-01 00:00:00,9999-12-31 23:59:59,,,508,0
COM01058@1942-01-01,01058,Brégnier-Cordon,1942-01-01 00:00:00,9999-12-31 23:59:59,,,865,0
COM01059@1942-01-01,01059,Brénaz,1942-01-01 00:00:00,9999-12-31 23:59:59,,,91,0
COM01060@1942-01-01,01060,Brénod,1942-01-01 00:00:00,9999-12-31 23:59:59,,,550,0
COM01061@1942-01-01,01061,Brens,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1200,0
COM01062@1942-01-01,01062,Bressolles,1942-01-01 00:00:00,9999-12-31 23:59:59,,,812,0
COM01063@1942-01-01,01063,Brion,1942-01-01 00:00:00,9999-12-31 23:59:59,,,514,0
COM01064@1942-01-01,01064,Briord,1942-01-01 00:00:00,9999-12-31 23:59:59,,,946,0
COM01065@1942-01-01,01065,Buellas,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1734,0
COM01066@1942-01-01,01066,La Burbanche,1942-01-01 00:00:00,9999-12-31 23:59:59,,,72,0
COM01067@1942-01-01,01067,Ceignes,1942-01-01 00:00:00,9999-12-31 23:59:59,,,262,0
COM01068@1942-01-01,01068,Cerdon,1942-01-01 00:00:00,9999-12-31 23:59:59,,,749,0
COM01069@1942-01-01,01069,Certines,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1440,0
COM01070@1942-01-01,01070,Cesseins,1942-01-01 00:00:00,1973-12-31 23:59:59,COM01165@1974-01-01,,NULL,330
COM01071@1942-01-01,01071,Cessy,1942-01-01 00:00:00,9999-12-31 23:59:59,,,4524,0
COM01072@1942-01-01,01072,Ceyzériat,1942-01-01 00:00:00,9999-12-31 23:59:59,,,3039,0
COM01073@1942-01-01,01073,Ceyzérieu,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1005,0
COM01074@1942-01-01,01074,Chalamont,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2409,0
COM01075@1942-01-01,01075,Chaleins,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1199,0
COM01076@1942-01-01,01076,Chaley,1942-01-01 00:00:00,9999-12-31 23:59:59,,,146,0
COM01077@1942-01-01,01077,Challes,1942-01-01 00:00:00,2006-07-08 23:59:59,COM01077@2006-07-09,,NULL,100
COM01078@1942-01-01,01078,Challex,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1385,0
COM01080@1942-01-01,01080,Champdor,1942-01-01 00:00:00,2015-12-31 23:59:59,COM01080@2016-01-01,,452,331
COM01081@1942-01-01,01081,Champfromier,1942-01-01 00:00:00,9999-12-31 23:59:59,,,713,0
