DEPCOM;REG;DEP;DEPARR;DEPPCT;LIBMIN;PMUN13;PMUN08
52479;21;52;523;5218;Sommevoire;728;742
52480;21;52;521;5227;Soncourt-sur-Marne;404;416
52482;21;52;521;5205;Soulaucourt-sur-Mouzon;100;102
52483;21;52;522;5215;Soyers;67;79
52484;21;52;523;5213;Suzannecourt;358;349
52486;21;52;522;5203;Ternat;55;54
52487;21;52;523;5218;Thilleux;83;87
52488;21;52;521;5221;Thivet;258;292
52489;21;52;521;5209;Thol-lès-Millières;36;42
52490;21;52;523;5213;Thonnance-lès-Joinville;799;810
52491;21;52;523;5222;Thonnance-les-Moulins;114;119
52492;21;52;522;5212;Torcenay;559;512
52493;21;52;522;5212;Tornay;34;44
52494;21;52;521;5207;Treix;247;243
52495;21;52;523;5211;Trémilly;82;88
52497;21;52;523;5228;Troisfontaines-la-Ville;442;391
52499;21;52;522;5223;Vaillant;66;62
52500;21;52;523;5231;Valcourt;620;623
52502;21;52;523;5228;Valleret;53;50
52503;21;52;522;5212;Valleroy;28;31
52504;21;52;522;5226;Varennes-sur-Amance;283;306
52505;21;52;521;5205;Vaudrecourt;36;36
52506;21;52;521;5214;Vaudrémont;123;112
52507;21;52;522;5216;Vauxbons;59;60
52509;21;52;522;5223;Vaux-sous-Aubigny;690;675
52510;21;52;523;5228;Vaux-sur-Blaise;380;410
52511;21;52;523;5210;Vaux-sur-Saint-Urbain;60;54
52512;21;52;523;5213;Vecqueville;610;599
52513;21;52;522;5215;Velles;75;84
52514;21;52;521;5229;Verbiesles;306;284
52515;21;52;522;5217;Verseilles-le-Bas;101;105
52516;21;52;522;5217;Verseilles-le-Haut;49;48
52517;21;52;521;5224;Vesaignes-sous-Lafauche;125;128
52518;21;52;521;5221;Vesaignes-sur-Marne;108;125
52519;21;52;522;5223;Vesvres-sous-Chalancey;48;55
52520;21;52;522;5226;Vicq;161;171
52522;21;52;521;5227;Viéville;341;323
52523;21;52;521;5201;Vignes-la-Côte;70;52
52524;21;52;521;5227;Vignory;265;297
52525;21;52;521;5206;Villars-en-Azois;72;75
52526;21;52;522;5203;Villars-Santenoge;94;99
52528;21;52;523;5228;Ville-en-Blaisois;164;176
52529;21;52;522;5217;Villegusien-le-Lac;717;720
52534;21;52;523;5231;Villiers-en-Lieu;1555;1584
52535;21;52;521;5229;Villiers-le-Sec;716;642
52536;21;52;522;5217;Villiers-lès-Aprey;47;35
52538;21;52;521;5202;Villiers-sur-Suize;278;239
52539;21;52;522;5217;Violot;80;82
52540;21;52;522;5203;Vitry-en-Montagne;27;39
52541;21;52;521;5221;Vitry-lès-Nogent;178;174
52542;21;52;522;5203;Vivey;60;59
52543;21;52;523;5228;Voillecomte;512;468
52544;21;52;522;5215;Voisey;310;355
52545;21;52;522;5216;Voisines;89;92
52546;21;52;522;5212;Voncourt;18;19
52547;21;52;521;5227;Vouécourt;212;228
52548;21;52;521;5227;Vraincourt;87;96
52549;21;52;521;5205;Vroncourt-la-Côte;23;22
52550;21;52;523;5228;Wassy;2891;3046
53001;52;53;532;5332;Ahuillé;1848;1770
53002;52;53;533;5321;Alexain;616;505
53003;52;53;533;5301;Ambrières-les-Vallées;2784;2775
53004;52;53;531;5306;Ampoigné;562;551
53005;52;53;532;5305;Andouillé;2256;2348
53006;52;53;531;5304;Argenton-Notre-Dame;213;212
53007;52;53;532;5302;Argentré;2717;2568
53008;52;53;533;5320;Aron;1756;1740
53009;52;53;532;5322;Arquenay;645;637
53010;52;53;532;5311;Assé-le-Bérenger;431;410
53011;52;53;532;5332;Astillé;833;728
53012;52;53;531;5309;Athée;507;497
53013;52;53;533;5327;Averton;607;626
53014;52;53;531;5331;Azé;3284;3229
53015;52;53;532;5305;La Baconnière;1773;1514
53016;52;53;533;5303;Bais;1264;1318
53017;52;53;531;5313;Ballée;699;731
53018;52;53;531;5325;Ballots;1264;1211
53019;52;53;532;5322;Bannes;128;138
53021;52;53;533;5320;La Bazoge-Montpinçon;987;855
53022;52;53;532;5322;La Bazouge-de-Chemeré;516;523
53023;52;53;533;5320;La Bazouge-des-Alleux;522;399
53025;52;53;532;5322;Bazougers;1136;996
53026;52;53;532;5319;Beaulieu-sur-Oudon;471;511
53027;52;53;531;5313;Beaumont-Pied-de-Boeuf;199;201
53028;52;53;533;5320;Belgeard;578;503
53029;52;53;531;5304;Bierné;678;673
53030;52;53;532;5322;Le Bignon-du-Maine;338;350
53031;52;53;532;5305;La Bigottière;493;404
53032;52;53;532;5326;Blandouet;188;198
53033;52;53;531;5309;La Boissière;127;122
53034;52;53;532;5302;Bonchamp-lès-Laval;5829;5649
53035;52;53;531;5309;Bouchamps-lès-Craon;560;561
53036;52;53;531;5313;Bouère;1073;995
53037;52;53;531;5313;Bouessay;767;768
53038;52;53;533;5324;Boulay-les-Ifs;170;163
53039;52;53;532;5319;Le Bourgneuf-la-Forêt;1793;1738
53040;52;53;532;5319;Bourgon;640;614
53041;52;53;531;5325;Brains-sur-les-Marches;248;231
53042;52;53;533;5312;Brecé;823;831
53043;52;53;532;5323;Brée;548;484
53045;52;53;532;5319;La Brûlatte;699;697
53046;52;53;531;5313;Le Buret;307;311
53047;52;53;533;5312;Carelles;268;293
53048;52;53;532;5305;Chailland;1237;1160
53049;52;53;532;5302;Châlons-du-Maine;700;603
53050;52;53;532;5326;Chammes;347;335
53051;52;53;533;5314;Champéon;581;585
53052;52;53;533;5324;Champfrémont;313;300
53053;52;53;533;5303;Champgenéteux;539;583
53054;52;53;532;5317;Changé;5470;5263
53055;52;53;533;5301;Chantrigné;608;610
53056;52;53;532;5302;La Chapelle-Anthenaise;939;887
53057;52;53;533;5314;La Chapelle-au-Riboul;513;513
53058;52;53;531;5307;La Chapelle-Craonnaise;333;312
53059;52;53;532;5323;La Chapelle-Rainsouin;421;369
53061;52;53;533;5314;Charchigné;501;494
53062;52;53;531;5397;Château-Gontier;11582;11353
53063;52;53;531;5304;Châtelain;499;481
53064;52;53;533;5312;Châtillon-sur-Colmont;1037;1009
53065;52;53;532;5311;Châtres-la-Forêt;791;785
53066;52;53;531;5306;Chemazé;1365;1328
53067;52;53;532;5322;Chémeré-le-Roi;434;466
53068;52;53;531;5309;Chérancé;164;170
53069;52;53;533;5308;Chevaigné-du-Maine;186;201
53071;52;53;533;5312;Colombiers-du-Plessis;454;481
53072;52;53;533;5320;Commer;1241;1180
53073;52;53;531;5325;Congrier;921;930
53074;52;53;533;5321;Contest;902;903
53075;52;53;531;5307;Cosmes;298;341
53076;52;53;532;5322;Cossé-en-Champagne;336;336
53077;52;53;531;5307;Cossé-le-Vivien;3012;2913
53078;52;53;531;5304;Coudray;886;833
53079;52;53;533;5301;Couesmes-Vaucé;396;389
53080;52;53;533;5308;Couptrain;122;169
53082;52;53;532;5332;Courbeveille;653;636
53083;52;53;533;5327;Courcité;900;964
53084;52;53;531;5309;Craon;4481;4629
53085;52;53;533;5327;Crennes-sur-Fraubée;202;199
53086;52;53;532;5305;La Croixille;691;629
53087;52;53;532;5322;La Cropte;226;216
53088;52;53;531;5307;Cuillé;916;952
53089;52;53;531;5304;Daon;471;487
53090;52;53;531;5309;Denazé;153;160
53091;52;53;533;5315;Désertines;523;524
53092;52;53;532;5323;Deux-Évailles;211;205
53093;52;53;533;5315;La Dorée;307;326
53094;52;53;532;5328;Entrammes;2231;2155
53095;52;53;532;5322;Épineux-le-Seguin;239;189
53096;52;53;533;5310;Ernée;5786;5801
53097;52;53;532;5311;Évron;7107;7092
53098;52;53;531;5325;Fontaine-Couverte;415;374
53099;52;53;532;5302;Forcé;975;1012
53100;52;53;533;5315;Fougerolles-du-Plessis;1281;1387
53101;52;53;531;5331;Fromentières;830;807
53102;52;53;531;5307;Gastines;159;199
53103;52;53;532;5319;Le Genest-Saint-Isle;2113;2028
53104;52;53;531;5304;Gennes-sur-Glaize;986;980
53105;52;53;532;5323;Gesnes;234;218
53106;52;53;533;5327;Gesvres;549;527
53107;52;53;533;5312;Gorron;2683;2759
53108;52;53;532;5319;La Gravelle;522;532
53109;52;53;533;5320;Grazay;629;594
53110;52;53;531;5313;Grez-en-Bouère;1004;995
53111;52;53;533;5301;La Haie-Traversaine;485;502
53112;52;53;533;5314;Le Ham;419;438
53113;52;53;533;5303;Hambers;636;566
53114;52;53;533;5314;Hardanges;196;207
53115;52;53;533;5312;Hercé;321;325
53116;52;53;533;5314;Le Horps;767;760
53117;52;53;531;5306;Houssay;470;407
53118;52;53;533;5316;Le Housseau-Brétignolles;258;229
53119;52;53;532;5332;L'Huisserie;4197;3940
53120;52;53;533;5303;Izé;484;493
53121;52;53;533;5308;Javron-les-Chapelles;1413;1461
53122;52;53;533;5303;Jublains;716;685
53123;52;53;532;5305;Juvigné;1486;1389
53124;52;53;531;5306;Laigné;855;807
53125;52;53;533;5315;Landivy;1156;1210
53126;52;53;533;5310;Larchamp;1059;1045
53127;52;53;533;5316;Lassay-les-Châteaux;2393;2438
53128;52;53;531;5307;Laubrières;328;307
53129;52;53;532;5319;Launay-Villiers;400;398
53130;52;53;532;5398;Laval;50479;50931
53131;52;53;533;5312;Lesbois;196;195
53132;52;53;533;5312;Levaré;332;309
53133;52;53;533;5308;Lignières-Orgères;773;730
53134;52;53;532;5311;Livet;147;132
53135;52;53;531;5309;Livré-la-Touche;750;778
53136;52;53;531;5306;Loigné-sur-Mayenne;888;877
53137;52;53;532;5319;Loiron;1539;1471
53138;52;53;531;5304;Longuefuye;339;325
53139;52;53;533;5327;Loupfougères;392;447
53140;52;53;532;5302;Louverné;4034;3897
53141;52;53;532;5302;Louvigné;1109;906
53142;52;53;533;5308;Madré;346;361
53143;52;53;532;5322;Maisoncelles-du-Maine;537;485
53144;52;53;533;5320;Marcillé-la-Ville;804;816
53145;52;53;531;5306;Marigné-Peuton;553;566
53146;52;53;533;5320;Martigné-sur-Mayenne;1730;1606
53147;52;53;533;5399;Mayenne;13376;13295
53148;52;53;531;5309;Mée;211;200
53150;52;53;531;5331;Ménil;984;960
53151;52;53;531;5307;Méral;1077;1076
53152;52;53;532;5322;Meslay-du-Maine;2797;2699
53153;52;53;532;5311;Mézangers;691;693
53154;52;53;533;5315;Montaudin;896;920
53155;52;53;533;5310;Montenay;1361;1415
53156;52;53;532;5302;Montflours;252;232
53157;52;53;532;5332;Montigné-le-Brillant;1262;1264
53158;52;53;532;5319;Montjean;1019;948
53159;52;53;532;5323;Montourtier;365;337
53160;52;53;533;5314;Montreuil-Poulay;399;402
53161;52;53;532;5323;Montsûrs;2013;2113
53162;52;53;533;5320;Moulay;972;998
53163;52;53;532;5311;Neau;722;705
53164;52;53;533;5308;Neuilly-le-Vendin;360;380
53165;52;53;531;5309;Niafles;340;298
53168;52;53;532;5332;Nuillé-sur-Vicoin;1260;1173
53169;52;53;532;5319;Olivet;423;423
53170;52;53;533;5321;Oisseau;1184;1134
53172;52;53;531;5306;Origné;423;363
53173;52;53;533;5308;La Pallu;187;183
53174;52;53;533;5321;Parigné-sur-Braye;797;724
53175;52;53;532;5302;Parné-sur-Roc;1292;1220
53176;52;53;533;5301;Le Pas;529;539
53177;52;53;533;5310;La Pellerine;329;305
53178;52;53;531;5307;Peuton;226;228
53179;52;53;533;5321;Placé;336;321
53180;52;53;531;5309;Pommerieux;692;677
53181;52;53;533;5315;Pontmain;882;865
53182;52;53;532;5319;Port-Brillet;1847;1919
53184;52;53;531;5313;Préaux;167;180
53185;52;53;533;5324;Pré-en-Pail;1928;2075
53186;52;53;531;5307;Quelaines-Saint-Gault;2098;1901
53187;52;53;533;5324;Ravigny;227;212
53188;52;53;531;5325;Renazé;2626;2705
53189;52;53;533;5316;Rennes-en-Grenouilles;117;109
53190;52;53;533;5314;Le Ribay;458;508
53191;52;53;531;5325;La Roë;244;243
53192;52;53;531;5325;La Rouaudière;334;340
53193;52;53;531;5313;Ruillé-Froid-Fonds;521;501
53194;52;53;532;5319;Ruillé-le-Gravelais;922;824
53195;52;53;533;5320;Sacé;483;436
53196;52;53;533;5308;Saint-Aignan-de-Couptrain;382;389
53197;52;53;531;5325;Saint-Aignan-sur-Roë;894;857
53198;52;53;533;5327;Saint-Aubin-du-Désert;267;273
53199;52;53;533;5312;Saint-Aubin-Fosse-Louvain;230;263
53200;52;53;533;5321;Saint-Baudelle;1177;1165
53201;52;53;532;5332;Saint-Berthevin;7331;7031
53202;52;53;533;5315;Saint-Berthevin-la-Tannière;359;378
53203;52;53;531;5313;Saint-Brice;533;526
53204;52;53;533;5308;Saint-Calais-du-Désert;389;374
53205;52;53;532;5323;Saint-Céneré;503;436
53206;52;53;531;5313;Saint-Charles-la-Forêt;219;216
53207;52;53;532;5311;Saint-Christophe-du-Luat;786;751
53208;52;53;533;5324;Saint-Cyr-en-Pail;483;443
53209;52;53;532;5319;Saint-Cyr-le-Gravelais;534;540
53210;52;53;531;5304;Saint-Denis-d'Anjou;1549;1501
53211;52;53;533;5310;Saint-Denis-de-Gastines;1607;1686
53212;52;53;532;5322;Saint-Denis-du-Maine;425;419
53213;52;53;533;5315;Saint-Ellier-du-Maine;535;529
53214;52;53;531;5325;Saint-Erblon;176;152
53215;52;53;531;5331;Saint-Fort;1632;1580
53216;52;53;533;5320;Saint-Fraimbault-de-Prières;1013;992
53218;52;53;532;5311;Sainte-Gemmes-le-Robert;866;841
53219;52;53;533;5321;Saint-Georges-Buttavent;1390;1395
53220;52;53;532;5322;Saint-Georges-le-Fléchard;404;346
53221;52;53;532;5311;Saint-Georges-sur-Erve;379;410
53222;52;53;533;5321;Saint-Germain-d'Anxure;366;299
53223;52;53;533;5327;Saint-Germain-de-Coulamer;393;402
53224;52;53;532;5317;Saint-Germain-le-Fouilloux;1096;1019
53225;52;53;532;5305;Saint-Germain-le-Guillaume;476;467
53226;52;53;532;5305;Saint-Hilaire-du-Maine;837;819
53228;52;53;532;5326;Saint-Jean-sur-Erve;452;492
53229;52;53;532;5317;Saint-Jean-sur-Mayenne;1616;1413
53230;52;53;533;5316;Saint-Julien-du-Terroux;286;264
53231;52;53;531;5304;Saint-Laurent-des-Mortiers;196;196
53232;52;53;532;5326;Saint-Léger;301;270
53233;52;53;531;5313;Saint-Loup-du-Dorat;357;336
53234;52;53;533;5301;Saint-Loup-du-Gast;359;364
53235;52;53;533;5316;Sainte-Marie-du-Bois;224;226
53236;52;53;533;5327;Saint-Mars-du-Désert;164;198
53237;52;53;533;5312;Saint-Mars-sur-Colmont;456;445
53238;52;53;533;5315;Saint-Mars-sur-la-Futaie;581;628
53239;52;53;533;5303;Saint-Martin-de-Connée;411;407
53240;52;53;531;5309;Saint-Martin-du-Limet;470;482
53241;52;53;531;5304;Saint-Michel-de-Feins;184;168
53242;52;53;531;5325;Saint-Michel-de-la-Roë;246;250
53243;52;53;532;5319;Saint-Ouën-des-Toits;1673;1700
53244;52;53;532;5323;Saint-Ouën-des-Vallons;199;180
53245;52;53;532;5305;Saint-Pierre-des-Landes;941;969
53246;52;53;533;5324;Saint-Pierre-des-Nids;1946;1932
53247;52;53;532;5319;Saint-Pierre-la-Cour;2088;1893
53248;52;53;532;5326;Saint-Pierre-sur-Erve;140;136
53249;52;53;533;5303;Saint-Pierre-sur-Orthe;459;485
53250;52;53;531;5307;Saint-Poix;402;400
53251;52;53;531;5309;Saint-Quentin-les-Anges;408;400
53252;52;53;533;5324;Saint-Samson;435;424
53253;52;53;531;5325;Saint-Saturnin-du-Limet;509;517
53254;52;53;531;5306;Saint-Sulpice;245;222
53255;52;53;532;5326;Sainte-Suzanne;991;973
53256;52;53;533;5303;Saint-Thomas-de-Courceriers;202;228
53257;52;53;532;5322;Saulges;302;320
53258;52;53;531;5309;La Selle-Craonnaise;939;919
53259;52;53;531;5325;Senonnes;336;363
53260;52;53;531;5307;Simplé;407;353
53261;52;53;533;5301;Soucé;172;191
53262;52;53;532;5323;Soulgé-sur-Ouette;1104;1098
53263;52;53;533;5316;Thuboeuf;297;289
53264;52;53;532;5326;Thorigné-en-Charnie;191;176
53265;52;53;532;5326;Torcé-Viviers-en-Charnie;761;728
53266;52;53;533;5303;Trans;228;237
53267;52;53;532;5326;Vaiges;1151;1185
53269;52;53;533;5310;Vautorte;584;583
53270;52;53;533;5312;Vieuvy;137;122
53271;52;53;533;5327;Villaines-la-Juhel;2930;3084
53272;52;53;533;5327;Villepail;183;193
53273;52;53;531;5313;Villiers-Charlemagne;1086;1034
53274;52;53;532;5311;Vimarcé;236;232
53276;52;53;532;5311;Voutré;918;861
54001;41;54;543;5423;Abaucourt;304;289
54002;41;54;541;5411;Abbéville-lès-Conflans;225;230
54003;41;54;544;5410;Aboncourt;106;123
54004;41;54;541;5411;Affléville;181;202
54005;41;54;543;5414;Affracourt;108;104
54006;41;54;543;5442;Agincourt;440;412
54007;41;54;544;5427;Aingeray;552;573
54008;41;54;544;5410;Allain;463;474
54009;41;54;541;5411;Allamont;154;128
54010;41;54;544;5410;Allamps;531;519
54011;41;54;541;5415;Allondrelle-la-Malmaison;617;618
54012;41;54;543;5442;Amance;333;330
54013;41;54;542;5406;Amenoncourt;88;98
54014;41;54;542;5406;Ancerviller;259;250
54015;41;54;541;5402;Anderny;259;316
54016;41;54;544;5412;Andilly;285;284
54017;41;54;542;5404;Angomont;84;101
54018;41;54;541;5407;Anoux;252;277
54019;41;54;544;5412;Ansauville;84;88
54020;41;54;542;5417;Anthelupt;446;444
54021;41;54;543;5423;Armaucourt;217;213
54022;41;54;544;5426;Arnaville;607;590
54023;41;54;542;5401;Arracourt;247;247
54024;41;54;543;5423;Arraye-et-Han;343;330
54025;41;54;543;5440;Art-sur-Meurthe;1244;1294
54026;41;54;542;5401;Athienville;178;161
54027;41;54;543;5424;Atton;794;778
54028;41;54;541;5431;Auboué;2536;2655
54029;41;54;541;5402;Audun-le-Roman;2478;2457
54030;41;54;542;5406;Autrepierre;89;120
54031;41;54;543;5424;Autreville-sur-Moselle;267;290
54032;41;54;543;5429;Autrey;176;173
54033;41;54;541;5402;Avillers;107;84
54034;41;54;544;5412;Avrainville;198;243
54035;41;54;542;5406;Avricourt;392;416
54036;41;54;541;5407;Avril;1086;872
54037;41;54;543;5425;Azelot;421;418
54038;41;54;542;5403;Azerailles;800;838
54039;41;54;542;5403;Baccarat;4440;4654
54040;41;54;542;5404;Badonviller;1550;1598
54041;41;54;544;5410;Bagneux;155;145
54042;41;54;543;5414;Bainville-aux-Miroirs;335;342
54043;41;54;543;5433;Bainville-sur-Madon;1385;1398
54044;41;54;542;5406;Barbas;163;144
54045;41;54;542;5405;Barbonville;430;390
54046;41;54;544;5410;Barisey-au-Plain;418;332
54047;41;54;544;5410;Barisey-la-Côte;214;188
54048;41;54;541;5407;Les Baroches;379;370
54049;41;54;541;5437;Baslieux;587;570
54050;41;54;542;5401;Bathelémont;57;60
54051;41;54;541;5431;Batilly;1221;1324
54052;41;54;544;5410;Battigny;126;107
54053;41;54;542;5417;Bauzemont;150;157
54054;41;54;542;5405;Bayon;1622;1484
54055;41;54;544;5426;Bayonville-sur-Mad;318;318
54056;41;54;541;5437;Bazailles;148;175
54057;41;54;544;5412;Beaumont;65;71
54058;41;54;541;5411;Béchamps;90;79
54059;41;54;543;5423;Belleau;781;771
54060;41;54;543;5424;Belleville;1413;1487
54061;41;54;542;5418;Bénaménil;564;538
54062;41;54;543;5414;Benney;630;596
54063;41;54;544;5412;Bernécourt;186;170
54064;41;54;542;5409;Bertrambois;345;363
54065;41;54;542;5403;Bertrichamps;1080;1070
54066;41;54;541;5402;Bettainvillers;318;202
54067;41;54;541;5415;Beuveille;785;672
54068;41;54;544;5410;Beuvezin;105;117
54069;41;54;541;5402;Beuvillers;377;320
54070;41;54;543;5423;Bey-sur-Seille;155;155
54071;41;54;542;5401;Bezange-la-Grande;166;172
54072;41;54;543;5424;Bezaumont;243;253
54073;41;54;544;5428;Bicqueley;923;912
54074;41;54;542;5417;Bienville-la-Petite;30;29
54075;41;54;542;5404;Bionville;124;134
54076;41;54;542;5405;Blainville-sur-l'Eau;3993;4050
54077;41;54;542;5406;Blâmont;1099;1164
54078;41;54;542;5406;Blémerey;66;56
54079;41;54;543;5441;Blénod-lès-Pont-à-Mousson;4420;4414
54080;41;54;544;5428;Blénod-lès-Toul;1062;1042
54081;41;54;541;5437;Boismont;441;465
54082;41;54;541;5411;Boncourt;196;189
54083;41;54;542;5417;Bonviller;188;185
54084;41;54;541;5402;Mont-Bonvillers;979;994
54085;41;54;542;5405;Borville;97;97
54086;41;54;544;5427;Boucq;365;386
54087;41;54;544;5426;Bouillonville;134;115
54088;41;54;544;5427;Bouvron;257;237
54089;41;54;543;5442;Bouxières-aux-Chênes;1429;1400
54090;41;54;543;5442;Bouxières-aux-Dames;4120;3960
54091;41;54;543;5424;Bouxières-sous-Froidmont;296;264
54092;41;54;543;5414;Bouzanville;62;66
54093;41;54;541;5411;Brainville;158;150
54094;41;54;543;5414;Bralleville;182;175
54095;41;54;543;5423;Bratte;42;35
54096;41;54;541;5437;Bréhain-la-Ville;330;272
54097;41;54;542;5404;Bréménil;117;132
54098;41;54;542;5405;Brémoncourt;155;156
54099;41;54;541;5407;Briey;5757;5342
54100;41;54;543;5442;Brin-sur-Seille;746;640
54101;41;54;542;5403;Brouville;130;127
54102;41;54;544;5427;Bruley;608;583
54103;41;54;541;5411;Bruville;237;195
54104;41;54;543;5440;Buissoncourt;270;260
54105;41;54;544;5428;Bulligny;475;510
54106;41;54;542;5401;Bures;72;74
54107;41;54;542;5406;Buriville;71;67
54108;41;54;543;5425;Burthecourt-aux-Chênes;100;94
54109;41;54;543;5414;Ceintrey;913;785
54110;41;54;543;5440;Cerville;585;584
54111;41;54;543;5433;Chaligny;2937;3084
54112;41;54;541;5408;Chambley-Bussières;661;548
54113;41;54;543;5443;Champenoux;1216;1215
54114;41;54;543;5424;Champey-sur-Moselle;358;328
54115;41;54;543;5434;Champigneulles;6885;6767
54116;41;54;542;5418;Chanteheux;2145;1917
54117;41;54;543;5429;Chaouilley;114;125
54118;41;54;541;5415;Charency-Vezin;657;640
54119;41;54;544;5426;Charey;78;75
54120;41;54;544;5428;Charmes-la-Côte;341;308
54121;41;54;542;5405;Charmois;183;150
54122;41;54;544;5428;Chaudeney-sur-Moselle;700;684
54123;41;54;543;5433;Chavigny;1831;1702
54124;41;54;542;5406;Chazelles-sur-Albe;32;41
54125;41;54;542;5418;Chenevières;493;445
54126;41;54;543;5423;Chenicourt;229;220
54127;41;54;541;5432;Chenières;644;594
54128;41;54;544;5428;Choloy-Ménillot;712;715
54129;41;54;542;5409;Cirey-sur-Vezouze;1702;1760
54130;41;54;542;5405;Clayeures;197;184
54131;41;54;543;5423;Clémery;508;510
54132;41;54;543;5429;Clérey-sur-Brenon;69;64
54133;41;54;542;5401;Coincourt;141;146
54134;41;54;541;5415;Colmey;264;283
54135;41;54;544;5410;Colombey-les-Belles;1431;1356
54136;41;54;541;5411;Conflans-en-Jarnisy;2375;2439
54137;41;54;541;5415;Cons-la-Grandville;579;567
54138;41;54;541;5432;Cosnes-et-Romain;2640;2336
54139;41;54;542;5417;Courbesseaux;302;253
54140;41;54;544;5410;Courcelles;108;92
54141;41;54;543;5425;Coyviller;144;129
54142;41;54;543;5414;Crantenoy;141;126
54143;41;54;544;5410;Crépey;380;341
54144;41;54;543;5414;Crévéchamps;356;323
54145;41;54;542;5417;Crévic;909;918
54146;41;54;544;5428;Crézilles;279;263
54147;41;54;542;5418;Crion;88;90
54148;41;54;542;5418;Croismare;608;617
54149;41;54;541;5402;Crusnes;1628;1613
54150;41;54;543;5442;Custines;2831;2978
54151;41;54;541;5432;Cutry;1016;922
54152;41;54;542;5405;Damelevières;3161;3016
54153;41;54;541;5408;Dampvitoux;63;69
54154;41;54;542;5403;Deneuvre;531;565
54155;41;54;542;5417;Deuxville;420;402
54156;41;54;543;5414;Diarville;520;497
54157;41;54;543;5441;Dieulouard;4572;4571
54158;41;54;544;5410;Dolcourt;117;94
54159;41;54;543;5425;Dombasle-sur-Meurthe;9953;9964
54160;41;54;544;5412;Domèvre-en-Haye;413;450
54161;41;54;542;5406;Domèvre-sur-Vezouze;290;288
54162;41;54;544;5428;Domgermain;1239;1276
54163;41;54;542;5406;Domjevin;256;233
54164;41;54;543;5429;Dommarie-Eulmont;82;79
54165;41;54;543;5435;Dommartemont;637;644
54166;41;54;544;5426;Dommartin-la-Chaussée;37;45
54167;41;54;544;5427;Dommartin-lès-Toul;1991;1994
54168;41;54;543;5442;Dommartin-sous-Amance;255;257
54169;41;54;541;5402;Domprix;74;73
54170;41;54;542;5405;Domptail-en-l'Air;70;60
54171;41;54;541;5411;Doncourt-lès-Conflans;1202;1241
54172;41;54;541;5415;Doncourt-lès-Longuyon;308;274
54173;41;54;542;5417;Drouville;195;165
54174;41;54;544;5427;Écrouves;4480;4172
54175;41;54;542;5405;Einvaux;327;327
54176;41;54;542;5417;Einville-au-Jard;1227;1233
54177;41;54;542;5406;Emberménil;270;261
54178;41;54;541;5415;Épiez-sur-Chiers;181;186
54179;41;54;543;5423;Éply;305;300
54180;41;54;543;5440;Erbéviller-sur-Amezule;82;89
54181;41;54;541;5402;Errouville;775;787
54182;41;54;544;5426;Essey-et-Maizerais;395;381
54183;41;54;542;5413;Essey-la-Côte;86;97
54184;41;54;543;5435;Essey-lès-Nancy;8667;7811
54185;41;54;543;5429;Étreval;71;54
54186;41;54;543;5442;Eulmont;980;990
54187;41;54;544;5426;Euvezin;89;113
54188;41;54;543;5423;Faulx;1312;1303
54189;41;54;544;5410;Favières;609;580
54190;41;54;544;5410;Fécocourt;112;113
54191;41;54;542;5404;Fenneviller;96;104
54192;41;54;543;5425;Ferrières;299;282
54193;41;54;543;5441;Fey-en-Haye;75;75
54194;41;54;541;5437;Fillières;507;468
54195;41;54;542;5417;Flainval;209;202
54196;41;54;543;5425;Flavigny-sur-Moselle;1733;1774
54197;41;54;543;5440;Fléville-devant-Nancy;2341;2390
54198;41;54;541;5411;Fléville-Lixières;294;253
54199;41;54;542;5403;Flin;380;374
54200;41;54;544;5426;Flirey;161;191
54201;41;54;542;5403;Fontenoy-la-Joûte;282;299
54202;41;54;544;5427;Fontenoy-sur-Moselle;368;372
54203;41;54;543;5429;Forcelles-Saint-Gorgon;165;144
54204;41;54;543;5429;Forcelles-sous-Gugney;92;95
54205;41;54;544;5427;Foug;2668;2769
54206;41;54;542;5413;Fraimbois;370;342
54207;41;54;543;5429;Fraisnes-en-Saintois;120;97
54208;41;54;544;5412;Francheville;283;284
54209;41;54;542;5413;Franconville;57;50
54210;41;54;542;5406;Fréménil;233;177
54211;41;54;542;5406;Frémonville;175;219
54212;41;54;541;5415;Fresnois-la-Montagne;412;394
54213;41;54;541;5411;Friauville;367;352
54214;41;54;543;5429;Frolois;706;655
54215;41;54;543;5434;Frouard;6773;6652
54216;41;54;542;5405;Froville;123;123
54217;41;54;542;5403;Gélacourt;172;156
54218;41;54;544;5410;Gélaucourt;60;60
54219;41;54;543;5440;Gellenoncourt;71;50
54220;41;54;544;5410;Gémonville;74;76
54221;41;54;543;5414;Gerbécourt-et-Haplemont;218;222
54222;41;54;542;5413;Gerbéviller;1377;1364
54223;41;54;544;5410;Germiny;184;213
54224;41;54;543;5414;Germonville;115;94
54225;41;54;544;5412;Gézoncourt;170;169
54226;41;54;544;5410;Gibeaumeix;168;148
54227;41;54;541;5411;Giraumont;1374;1184
54228;41;54;542;5413;Giriviller;75;77
54229;41;54;542;5403;Glonville;348;338
54230;41;54;542;5406;Gogney;47;52
54231;41;54;541;5411;Gondrecourt-Aix;182;179
54232;41;54;544;5427;Gondreville;2871;2837
54233;41;54;542;5406;Gondrexon;34;32
54234;41;54;541;5432;Gorcy;2580;2390
54235;41;54;543;5429;Goviller;412;391
54236;41;54;541;5415;Grand-Failly;305;311
