DEPCOM;REG;DEP;DEPARR;DEPPCT;LIBMIN;PMUN13;PMUN08
02144;22;02;023;0233;Caulaincourt;139;124
02145;22;02;022;0209;Caumont;569;563
02146;22;02;021;0210;Celles-lès-Condé;83;76
02147;22;02;021;0210;La Celle-sous-Montmirail;116;111
02148;22;02;024;0232;Celles-sur-Aisne;260;255
02149;22;02;023;0220;Cerizy;64;58
02150;22;02;022;0212;Cerny-en-Laonnois;70;72
02151;22;02;022;0218;Cerny-lès-Bucy;110;114
02152;22;02;024;0204;Cerseuil;91;88
02153;22;02;022;0201;Cessières;474;448
02154;22;02;024;0224;Chacrise;340;312
02155;22;02;022;0201;Chaillevois;179;194
02156;22;02;022;0213;Chalandry;242;212
02157;22;02;022;0218;Chambry;768;748
02158;22;02;022;0212;Chamouille;280;256
02159;22;02;022;0211;Champs;286;289
02160;22;02;022;0226;Chaourse;525;554
02161;22;02;021;0210;La Chapelle-Monthodon;190;183
02162;22;02;021;0207;La Chapelle-sur-Chézy;289;269
02163;22;02;021;0207;Charly-sur-Marne;2644;2700
02164;22;02;021;0215;Le Charmel;323;324
02165;22;02;022;0214;Charmes;1635;1683
02166;22;02;021;0210;Chartèves;353;367
02167;22;02;024;0204;Chassemy;848;791
02168;22;02;021;0208;Château-Thierry;14189;14831
02169;22;02;022;0219;Châtillon-lès-Sons;89;79
02170;22;02;023;0220;Châtillon-sur-Oise;125;137
02171;22;02;022;0221;Chaudardes;88;85
02172;22;02;024;0224;Chaudun;252;260
02173;22;02;022;0209;Chauny;11874;12146
02174;22;02;024;0232;Chavignon;797;739
02175;22;02;024;0231;Chavigny;138;154
02176;22;02;024;0232;Chavonne;200;192
02177;22;02;022;0238;Chérêt;132;123
02178;22;02;022;0212;Chermizy-Ailles;110;86
02179;22;02;024;0204;Chéry-Chartreuve;354;329
02180;22;02;022;0213;Chéry-lès-Pouilly;689;665
02181;22;02;022;0226;Chéry-lès-Rozoy;105;100
02182;22;02;025;0227;Chevennes;140;143
02183;22;02;022;0201;Chevregny;196;195
02184;22;02;023;0225;Chevresis-Monceau;368;353
02185;22;02;021;0222;Chézy-en-Orxois;391;366
02186;22;02;021;0207;Chézy-sur-Marne;1305;1341
02187;22;02;021;0208;Chierry;1049;1069
02188;22;02;025;0205;Chigny;140;174
02189;22;02;022;0230;Chivres-en-Laonnois;381;356
02190;22;02;024;0232;Chivres-Val;583;587
02191;22;02;022;0238;Chivy-lès-Étouvelles;496;502
02192;22;02;021;0222;Chouy;385;384
02193;22;02;021;0215;Cierges;72;75
02194;22;02;022;0219;Cilly;220;222
02195;22;02;024;0204;Ciry-Salsogne;897;825
02196;22;02;022;0238;Clacy-et-Thierret;331;357
02197;22;02;025;0205;Clairfontaine;558;568
02198;22;02;024;0232;Clamecy;222;227
02199;22;02;023;0229;Clastres;632;575
02200;22;02;022;0226;Clermont-les-Fermes;123;126
02201;22;02;024;0235;Coeuvres-et-Valsery;467;465
02203;22;02;021;0215;Coincy;1316;1267
02204;22;02;025;0202;Coingt;72;79
02205;22;02;022;0212;Colligis-Crandelain;201;161
02206;22;02;025;0227;Colonfay;82;67
02207;22;02;022;0209;Commenchon;208;176
02208;22;02;022;0221;Concevreux;273;265
02209;22;02;021;0210;Condé-en-Brie;650;650
02210;22;02;024;0232;Condé-sur-Aisne;386;388
02211;22;02;022;0221;Condé-sur-Suippe;216;243
02212;22;02;022;0209;Condren;707;712
02213;22;02;021;0210;Connigis;317;325
02214;22;02;023;0229;Contescourt;64;71
02215;22;02;022;0212;Corbeny;750;710
02216;22;02;024;0236;Corcy;318;306
02217;22;02;022;0211;Coucy-le-Château-Auffrique;1052;1052
02218;22;02;022;0230;Coucy-lès-Eppes;608;567
02219;22;02;022;0211;Coucy-la-Ville;211;196
02220;22;02;021;0215;Coulonges-Cohan;429;428
02221;22;02;021;0207;Coupru;183;175
02222;22;02;022;0214;Courbes;32;35
02223;22;02;021;0210;Courboin;302;286
02224;22;02;024;0204;Courcelles-sur-Vesle;365;332
02225;22;02;021;0222;Courchamps;97;88
02226;22;02;024;0241;Courmelles;1781;1696
02227;22;02;021;0215;Courmont;126;111
02228;22;02;021;0210;Courtemont-Varennes;289;298
02229;22;02;022;0230;Courtrizy-et-Fussigny;63;72
02230;22;02;024;0204;Couvrelles;192;189
02231;22;02;022;0213;Couvron-et-Aumencourt;904;1404
02232;22;02;024;0236;Coyolles;376;352
02233;22;02;024;0224;Cramaille;130;123
02234;22;02;022;0212;Craonne;77;68
02235;22;02;022;0212;Craonnelle;111;103
02236;22;02;022;0211;Crécy-au-Mont;321;305
02237;22;02;022;0213;Crécy-sur-Serre;1485;1471
02238;22;02;022;0218;Crépy;1951;1860
02239;22;02;021;0210;Crézancy;1181;1116
02240;22;02;023;0203;Croix-Fonsomme;230;226
02241;22;02;021;0222;La Croix-sur-Ourcq;119;107
02242;22;02;021;0207;Crouttes-sur-Marne;636;646
02243;22;02;024;0231;Crouy;2829;2732
02244;22;02;025;0205;Crupilly;78;56
02245;22;02;024;0231;Cuffies;1796;1667
02246;22;02;023;0229;Cugny;597;557
02248;22;02;022;0219;Cuirieux;161;164
02249;22;02;024;0224;Cuiry-Housse;111;105
02250;22;02;022;0212;Cuiry-lès-Chaudardes;76;84
02251;22;02;022;0226;Cuiry-lès-Iviers;32;38
02252;22;02;022;0212;Cuissy-et-Geny;59;69
02253;22;02;024;0235;Cuisy-en-Almont;339;328
02254;22;02;024;0235;Cutry;125;114
02255;22;02;024;0204;Cys-la-Commune;148;145
02256;22;02;022;0226;Dagny-Lambercy;134;128
02257;22;02;023;0229;Dallon;423;376
02258;22;02;021;0222;Dammard;401;419
02259;22;02;024;0236;Dampleux;409;431
02260;22;02;022;0214;Danizy;591;555
02261;22;02;022;0213;Dercy;381;377
02262;22;02;022;0214;Deuillet;228;210
02263;22;02;024;0204;Dhuizel;115;106
02264;22;02;022;0226;Dizy-le-Gros;771;783
02265;22;02;022;0226;Dohis;101;79
02266;22;02;022;0226;Dolignon;52;58
02267;22;02;024;0235;Dommiers;290;293
02268;22;02;021;0207;Domptin;665;645
02269;22;02;025;0223;Dorengt;157;154
02270;22;02;023;0233;Douchy;153;142
02271;22;02;021;0215;Dravegny;149;144
02272;22;02;024;0224;Droizy;70;78
02273;22;02;023;0229;Dury;205;188
02274;22;02;022;0230;Ébouleau;211;202
02275;22;02;025;0217;Effry;339;353
02276;22;02;025;0205;Englancourt;136;110
02277;22;02;024;0235;Épagny;333;332
02278;22;02;025;0217;Éparcy;41;47
02279;22;02;021;0208;Épaux-Bézu;576;569
02280;22;02;021;0208;Épieds;389;374
02281;22;02;021;0207;L'Épine-aux-Bois;263;260
02282;22;02;022;0238;Eppes;414;387
02283;22;02;022;0219;Erlon;290;290
02284;22;02;025;0205;Erloy;88;95
02286;22;02;025;0223;Esquéhéries;843;850
02287;22;02;023;0220;Essigny-le-Grand;1083;1126
02288;22;02;023;0239;Essigny-le-Petit;371;358
02289;22;02;021;0207;Essises;434;426
02290;22;02;021;0208;Essômes-sur-Marne;2770;2612
02291;22;02;023;0206;Estrées;416;407
02292;22;02;021;0208;Étampes-sur-Marne;1176;1206
02293;22;02;023;0203;Étaves-et-Bocquiaux;586;543
02294;22;02;022;0238;Étouvelles;215;228
02295;22;02;025;0205;Étréaupont;927;854
02296;22;02;023;0233;Étreillers;1199;1159
02297;22;02;021;0208;Étrépilly;96;85
02298;22;02;025;0237;Étreux;1481;1567
02299;22;02;022;0221;Évergnicourt;580;548
02301;22;02;022;0201;Faucoucourt;298;318
02302;22;02;024;0236;Faverolles;310;346
02303;22;02;023;0233;Fayet;680;534
02304;22;02;022;0214;La Fère;2915;2987
02305;22;02;021;0215;Fère-en-Tardenois;3183;3285
02306;22;02;023;0225;La Ferté-Chevresis;574;590
02307;22;02;021;0222;La Ferté-Milon;2192;2284
02308;22;02;025;0223;Fesmy-le-Sart;516;471
02309;22;02;022;0238;Festieux;647;532
02310;22;02;023;0239;Fieulaine;275;279
02311;22;02;024;0232;Filain;133;133
02312;22;02;025;0205;La Flamengrie;1158;1031
02313;22;02;025;0216;Flavigny-le-Grand-et-Beaurain;477;452
02315;22;02;023;0229;Flavy-le-Martel;1642;1628
02316;22;02;024;0236;Fleury;133;135
02317;22;02;023;0233;Fluquières;215;212
02318;22;02;022;0211;Folembray;1425;1538
02319;22;02;023;0239;Fonsomme;515;516
02320;22;02;023;0229;Fontaine-lès-Clercs;275;291
02321;22;02;025;0234;Fontaine-lès-Vervins;952;951
02322;22;02;023;0239;Fontaine-Notre-Dame;405;389
02323;22;02;023;0203;Fontaine-Uterte;127;117
02324;22;02;025;0205;Fontenelle;272;282
02325;22;02;021;0210;Fontenelle-en-Brie;229;184
02326;22;02;024;0235;Fontenoy;491;515
02327;22;02;023;0233;Foreste;177;188
02328;22;02;021;0208;Fossoy;559;588
02329;22;02;022;0214;Fourdrain;418;407
02330;22;02;023;0233;Francilly-Selency;429;461
02331;22;02;025;0227;Franqueville;129;127
02332;22;02;021;0215;Fresnes-en-Tardenois;264;249
02333;22;02;022;0211;Fresnes;158;145
02334;22;02;023;0203;Fresnoy-le-Grand;3011;3045
02335;22;02;022;0214;Fressancourt;204;219
02336;22;02;022;0209;Frières-Faillouël;1006;926
02337;22;02;025;0205;Froidestrées;201;207
02338;22;02;022;0219;Froidmont-Cohartille;256;220
02339;22;02;021;0222;Gandelu;693;678
02340;22;02;023;0240;Gauchy;5351;5593
02341;22;02;025;0234;Gercy;287;301
02342;22;02;025;0205;Gergny;141;155
02343;22;02;023;0233;Germaine;73;67
02344;22;02;022;0221;Gernicourt;47;64
02345;22;02;023;0220;Gibercourt;45;41
02346;22;02;022;0230;Gizy;676;691
02347;22;02;021;0208;Gland;463;474
02348;22;02;024;0204;Glennes;226;214
02349;22;02;022;0212;Goudelancourt-lès-Berrieux;52;69
02350;22;02;022;0230;Goudelancourt-lès-Pierrepont;156;121
02351;22;02;021;0215;Goussancourt;121;101
02352;22;02;023;0206;Gouy;585;601
02353;22;02;022;0219;Grandlup-et-Fay;308;320
02354;22;02;022;0226;Grandrieux;91;88
02355;22;02;023;0233;Gricourt;959;851
02356;22;02;021;0222;Grisolles;205;198
02357;22;02;025;0234;Gronard;76;73
02358;22;02;025;0237;Grougis;380;369
02359;22;02;023;0229;Grugies;1212;956
02360;22;02;022;0221;Guignicourt;2198;2134
02361;22;02;025;0216;Guise;5109;5365
02362;22;02;022;0209;Guivry;260;259
02363;22;02;022;0211;Guny;443;437
02364;22;02;022;0221;Guyencourt;213;234
02366;22;02;025;0237;Hannapes;304;276
02367;22;02;023;0229;Happencourt;146;159
02368;22;02;024;0236;Haramont;586;605
02369;22;02;025;0234;Harcigny;248;251
02370;22;02;023;0206;Hargicourt;576;542
02371;22;02;023;0240;Harly;1678;1756
02372;22;02;024;0224;Hartennes-et-Taux;383;334
02373;22;02;025;0234;Hary;223;223
02374;22;02;023;0206;Lehaucourt;917;841
02375;22;02;021;0222;Hautevesnes;166;143
02376;22;02;025;0216;Hauteville;166;174
02377;22;02;025;0234;Haution;151;146
02378;22;02;025;0217;La Hérie;152;159
02379;22;02;025;0227;Le Hérie-la-Viéville;239;232
02380;22;02;023;0220;Hinacourt;32;34
02381;22;02;025;0217;Hirson;9346;9393
02382;22;02;023;0233;Holnon;1404;1374
02383;22;02;023;0240;Homblières;1499;1417
02384;22;02;025;0234;Houry;50;64
02385;22;02;025;0227;Housset;164;177
02386;22;02;025;0216;Iron;235;222
02387;22;02;023;0220;Itancourt;1070;1129
02388;22;02;025;0202;Iviers;218;183
02389;22;02;021;0210;Jaulgonne;654;653
02390;22;02;023;0233;Jeancourt;275;233
02391;22;02;025;0202;Jeantes;224;209
02392;22;02;023;0206;Joncourt;314;326
02393;22;02;024;0204;Jouaignes;148;168
02395;22;02;022;0211;Jumencourt;155;155
02396;22;02;022;0212;Jumigny;62;70
02397;22;02;023;0229;Jussy;1219;1244
02398;22;02;024;0231;Juvigny;288;282
02399;22;02;022;0221;Juvincourt-et-Damary;570;465
02400;22;02;024;0232;Laffaux;149;139
02401;22;02;025;0234;Laigny;209;225
02402;22;02;023;0233;Lanchy;47;54
02403;22;02;025;0227;Landifay-et-Bertaignemont;282;299
02404;22;02;025;0234;Landouzy-la-Cour;195;148
02405;22;02;025;0202;Landouzy-la-Ville;582;511
02406;22;02;022;0211;Landricourt;139;124
02407;22;02;022;0201;Laniscourt;171;180
02408;22;02;022;0297;Laon;25219;26175
02409;22;02;022;0230;Lappion;299;289
02410;22;02;024;0236;Largny-sur-Automne;256;239
02411;22;02;021;0222;Latilly;211;219
02412;22;02;024;0224;Launoy;102;99
02413;22;02;022;0201;Laval-en-Laonnois;252;251
02414;22;02;025;0216;Lavaqueresse;212;212
02415;22;02;024;0235;Laversine;168;138
02416;22;02;025;0227;Lemé;444;450
02417;22;02;023;0206;Lempire;99;101
02418;22;02;025;0205;Lerzy;211;205
02419;22;02;025;0223;Leschelle;285;288
02420;22;02;023;0239;Lesdins;835;811
02421;22;02;024;0204;Lesges;81;84
02422;22;02;025;0216;Lesquielles-Saint-Germain;817;864
02423;22;02;022;0211;Leuilly-sous-Coucy;395;420
02424;22;02;024;0231;Leury;106;105
02425;22;02;025;0202;Leuze;168;156
02426;22;02;023;0206;Levergies;567;599
02427;22;02;024;0204;Lhuys;147;143
02428;22;02;021;0222;Licy-Clignon;79;90
02429;22;02;022;0212;Lierval;112;118
02430;22;02;022;0230;Liesse-Notre-Dame;1307;1232
02431;22;02;022;0242;Liez;422;445
02432;22;02;024;0204;Limé;186;187
02433;22;02;022;0226;Lislet;239;244
02434;22;02;022;0201;Lizy;268;246
02435;22;02;025;0202;Logny-lès-Aubenton;78;76
02438;22;02;024;0236;Longpont;284;287
02439;22;02;024;0204;Longueval-Barbonval;499;474
02440;22;02;022;0221;Lor;149;142
02441;22;02;024;0236;Louâtre;205;211
02442;22;02;021;0215;Loupeigne;89;82
02443;22;02;021;0207;Lucy-le-Bocage;188;175
02444;22;02;025;0234;Lugny;111;130
02445;22;02;025;0205;Luzoir;294;285
02446;22;02;023;0220;Ly-Fontaine;132;108
02447;22;02;024;0224;Maast-et-Violaine;147;161
02448;22;02;022;0230;Mâchecourt;113;134
02449;22;02;021;0222;Macogny;78;75
02450;22;02;025;0216;Macquigny;373;388
02451;22;02;023;0206;Magny-la-Fosse;127;129
02452;22;02;023;0233;Maissemy;245;239
02453;22;02;022;0221;Maizy;439;409
02454;22;02;022;0221;La Malmaison;417;412
02455;22;02;025;0216;Malzy;187;204
02456;22;02;022;0211;Manicamp;322;310
02457;22;02;022;0230;Marchais;393;362
02458;22;02;021;0210;Marchais-en-Brie;295;266
02459;22;02;023;0239;Marcy;176;162
02460;22;02;022;0219;Marcy-sous-Marle;211;211
02461;22;02;022;0209;Marest-Dampcourt;349;329
02462;22;02;021;0215;Mareuil-en-Dôle;268;222
02463;22;02;025;0227;Marfontaine;77;91
02464;22;02;024;0232;Margival;369;323
02465;22;02;021;0208;Marigny-en-Orxois;473;467
02466;22;02;021;0222;Marizy-Sainte-Geneviève;130;127
02467;22;02;021;0222;Marizy-Saint-Mard;53;50
02468;22;02;022;0219;Marle;2331;2379
02469;22;02;025;0216;Marly-Gomont;445;418
02470;22;02;025;0202;Martigny;435;450
02471;22;02;022;0212;Martigny-Courpierre;119;114
02472;22;02;022;0230;Mauregny-en-Haye;443;418
02473;22;02;022;0214;Mayot;199;174
02474;22;02;022;0242;Mennessis;424;398
02475;22;02;022;0221;Menneville;414;398
02476;22;02;025;0237;Mennevret;634;667
02477;22;02;024;0241;Mercin-et-Vaux;964;924
02478;22;02;022;0201;Merlieux-et-Fouquerolles;280;260
02479;22;02;024;0204;Merval;97;81
02480;22;02;022;0213;Mesbrecourt-Richecourt;300;290
02481;22;02;023;0240;Mesnil-Saint-Laurent;447;445
02482;22;02;022;0221;Meurival;51;56
02483;22;02;023;0220;Mézières-sur-Oise;534;532
02484;22;02;021;0210;Mézy-Moulins;525;510
02485;22;02;024;0241;Missy-aux-Bois;114;102
02486;22;02;022;0230;Missy-lès-Pierrepont;107;101
02487;22;02;024;0232;Missy-sur-Aisne;662;670
02488;22;02;025;0237;Molain;149;149
02489;22;02;022;0218;Molinchart;327;300
02490;22;02;022;0201;Monampteuil;133;132
02491;22;02;025;0227;Monceau-le-Neuf-et-Faucouzy;332;341
02492;22;02;022;0214;Monceau-lès-Leups;468;472
02493;22;02;022;0219;Monceau-le-Waast;218;239
02494;22;02;025;0216;Monceau-sur-Oise;116;123
02495;22;02;025;0217;Mondrepuis;1005;1012
02496;22;02;021;0222;Monnes;119;101
02497;22;02;022;0201;Mons-en-Laonnois;1213;1113
02498;22;02;022;0230;Montaigu;751;699
02499;22;02;022;0201;Montbavin;48;36
02500;22;02;023;0203;Montbrehain;843;800
02501;22;02;022;0238;Montchâlons;60;66
02502;22;02;022;0226;Montcornet;1478;1634
02503;22;02;023;0225;Mont-d'Origny;885;883
02504;22;02;023;0229;Montescourt-Lizerolles;1676;1661
02505;22;02;021;0207;Montfaucon;202;167
02506;22;02;024;0236;Montgobert;202;187
02507;22;02;024;0224;Montgru-Saint-Hilaire;35;33
02508;22;02;022;0212;Monthenault;150;113
02509;22;02;021;0222;Monthiers;151;163
02510;22;02;021;0210;Monthurel;150;157
02511;22;02;023;0203;Montigny-en-Arrouaise;309;292
02512;22;02;021;0222;Montigny-l'Allier;272;271
02513;22;02;022;0219;Montigny-le-Franc;152;162
02514;22;02;024;0235;Montigny-Lengrain;694;663
02515;22;02;021;0210;Montigny-lès-Condé;69;67
02516;22;02;022;0219;Montigny-sous-Marle;62;71
02517;22;02;022;0213;Montigny-sur-Crécy;333;312
02518;22;02;021;0210;Montlevon;282;252
02519;22;02;022;0226;Montloué;176;162
02520;22;02;024;0204;Mont-Notre-Dame;736;649
02521;22;02;021;0207;Montreuil-aux-Lions;1384;1360
02522;22;02;025;0202;Mont-Saint-Jean;77;69
02523;22;02;024;0204;Mont-Saint-Martin;82;70
02524;22;02;021;0208;Mont-Saint-Père;709;674
02525;22;02;023;0239;Morcourt;590;590
02526;22;02;022;0226;Morgny-en-Thiérache;97;105
02527;22;02;024;0235;Morsain;422;431
02528;22;02;024;0235;Mortefontaine;247;243
02529;22;02;022;0213;Mortiers;201;216
02530;22;02;022;0212;Moulins;86;97
02531;22;02;022;0212;Moussy-Verneuil;125;130
02532;22;02;023;0220;Moÿ-de-l'Aisne;971;995
02533;22;02;024;0224;Muret-et-Crouttes;130;135
02534;22;02;022;0221;Muscourt;56;42
02535;22;02;025;0234;Nampcelles-la-Cour;128;136
02536;22;02;024;0224;Nampteuil-sous-Muret;93;80
02537;22;02;024;0232;Nanteuil-la-Fosse;176;139
02538;22;02;021;0215;Nanteuil-Notre-Dame;63;70
02539;22;02;023;0206;Nauroy;725;679
02540;22;02;021;0208;Nesles-la-Montagne;1241;1175
02541;22;02;022;0221;Neufchâtel-sur-Aisne;408;438
02542;22;02;022;0209;Neuflieux;97;93
02543;22;02;021;0222;Neuilly-Saint-Front;2152;2171
02544;22;02;025;0217;Neuve-Maison;589;642
02545;22;02;022;0219;La Neuville-Bosmont;197;181
02546;22;02;022;0209;La Neuville-en-Beine;199;168
02547;22;02;025;0227;La Neuville-Housset;62;64
02548;22;02;025;0223;La Neuville-lès-Dorengt;399;376
02549;22;02;023;0240;Neuville-Saint-Amand;872;858
02550;22;02;022;0212;Neuville-sur-Ailette;99;86
02551;22;02;024;0232;Neuville-sur-Margival;125;110
02552;22;02;023;0225;Neuvillette;188;197
02553;22;02;022;0230;Nizy-le-Comte;255;258
02554;22;02;021;0208;Nogentel;1011;1052
02555;22;02;021;0207;Nogent-l'Artaud;2174;2126
02556;22;02;022;0226;Noircourt;83;92
02557;22;02;024;0236;Noroy-sur-Ourcq;140;154
02558;22;02;025;0223;Le Nouvion-en-Thiérache;2792;2829
02559;22;02;022;0213;Nouvion-et-Catillon;544;534
02560;22;02;022;0213;Nouvion-le-Comte;269;276
02561;22;02;022;0238;Nouvion-le-Vineux;157;163
02562;22;02;024;0235;Nouvron-Vingré;231;217
02563;22;02;025;0216;Noyales;171;170
02564;22;02;024;0241;Noyant-et-Aconin;502;468
02565;22;02;022;0212;OEuilly;288;270
02566;22;02;022;0209;Ognes;1175;1143
02567;22;02;025;0217;Ohis;313;308
02568;22;02;024;0236;Oigny-en-Valois;144;152
02569;22;02;025;0237;Oisy;456;410
02570;22;02;023;0229;Ollezy;177;156
02571;22;02;023;0239;Omissy;720;814
02572;22;02;022;0221;Orainville;516;474
02573;22;02;022;0238;Orgeval;68;70
02574;22;02;025;0217;Origny-en-Thiérache;1582;1524
02575;22;02;023;0225;Origny-Sainte-Benoite;1712;1718
02576;22;02;024;0235;Osly-Courtil;308;295
02577;22;02;024;0232;Ostel;79;80
02578;22;02;022;0212;Oulches-la-Vallée-Foulon;91;50
02579;22;02;024;0224;Oulchy-la-Ville;123;128
02580;22;02;024;0224;Oulchy-le-Château;830;848
02581;22;02;024;0204;Paars;297;263
02582;22;02;022;0212;Paissy;66;70
02583;22;02;022;0212;Pancy-Courtecon;59;44
02584;22;02;025;0205;Papleux;113;110
02585;22;02;024;0224;Parcy-et-Tigny;247;247
02586;22;02;022;0226;Parfondeval;144;162
02587;22;02;022;0238;Parfondru;359;341
02588;22;02;022;0212;Pargnan;71;62
02589;22;02;024;0232;Pargny-Filain;247;231
02590;22;02;021;0210;Pargny-la-Dhuys;180;164
02591;22;02;022;0213;Pargny-les-Bois;129;135
02592;22;02;023;0225;Parpeville;223;232
02593;22;02;024;0231;Pasly;1013;1019
02594;22;02;021;0222;Passy-en-Valois;159;156
02595;22;02;021;0210;Passy-sur-Marne;146;153
02596;22;02;021;0207;Pavant;801;779
02597;22;02;024;0204;Perles;79;83
02598;22;02;024;0235;Pernant;691;696
02599;22;02;022;0211;Pierremande;270;278
02600;22;02;022;0219;Pierrepont;402;396
02601;22;02;022;0221;Pignicourt;193;141
02602;22;02;022;0201;Pinon;1801;1755
02604;22;02;023;0229;Pithon;70;82
02605;22;02;023;0225;Pleine-Selve;170;174
02606;22;02;024;0224;Le Plessier-Huleu;75;78
02607;22;02;024;0241;Ploisy;81;85
02608;22;02;025;0234;Plomion;454;491
02609;22;02;022;0238;Ployart-et-Vaurseine;22;19
02610;22;02;024;0231;Pommiers;606;624
02612;22;02;024;0232;Pont-Arcy;131;130
02613;22;02;022;0221;Pontavert;595;605
02614;22;02;023;0233;Pontru;272;298
02615;22;02;023;0233;Pontruet;323;345
02616;22;02;022;0211;Pont-Saint-Mard;189;173
02617;22;02;022;0213;Pouilly-sur-Serre;503;536
02618;22;02;023;0203;Prémont;735;736
02619;22;02;022;0201;Prémontré;776;764
02620;22;02;024;0204;Presles-et-Boves;372;361
02621;22;02;022;0238;Presles-et-Thierny;401;361
02622;22;02;021;0222;Priez;52;49
02623;22;02;025;0234;Prisces;110;115
02624;22;02;025;0216;Proisy;324;305
02625;22;02;025;0216;Proix;151;145
02626;22;02;022;0221;Prouvais;347;379
02627;22;02;022;0221;Proviseux-et-Plesnoy;117;109
02628;22;02;024;0236;Puiseux-en-Retz;217;224
02629;22;02;025;0227;Puisieux-et-Clanlieu;294;299
02631;22;02;022;0211;Quierzy;431;437
02632;22;02;022;0211;Quincy-Basse;60;53
02633;22;02;024;0204;Quincy-sous-le-Mont;64;68
02634;22;02;022;0226;Raillimont;78;86
02635;22;02;023;0203;Ramicourt;167;177
02636;22;02;023;0225;Regny;206;212
02637;22;02;023;0239;Remaucourt;312;330
02638;22;02;022;0213;Remies;234;239
02639;22;02;023;0220;Remigny;386;364
02640;22;02;023;0225;Renansart;171;171
02641;22;02;022;0226;Renneval;133;131
02642;22;02;022;0226;Résigny;179;168
02643;22;02;024;0235;Ressons-le-Long;775;762
02644;22;02;024;0236;Retheuil;384;377
02645;22;02;021;0210;Reuilly-Sauvigny;226;233
02646;22;02;024;0204;Révillon;71;65
02647;22;02;025;0237;Ribeauville;73;86
